"ENSG" "neuroectoderm" "mesoderm" "endoderm"
"1377" "ENSG00000116774" 0 0 1
"1378" "ENSG00000116791" 0 0 1
"1379" "ENSG00000116830" 0 1 1
"1380" "ENSG00000116852" 0 1 0
"1381" "ENSG00000116954" 0 1 0
"1382" "ENSG00000116977" 0 1 0
"1383" "ENSG00000116990" 0 1 1
"1384" "ENSG00000117000" 0 0 1
"1385" "ENSG00000117009" 0 0 1
"1386" "ENSG00000117016" 0 1 1
"1387" "ENSG00000117036" 0 1 0
"1388" "ENSG00000117122" 0 0 1
"1389" "ENSG00000117133" 1 0 0
"1390" "ENSG00000117151" 0 0 1
"1391" "ENSG00000117155" 0 1 0
"1392" "ENSG00000117174" 1 0 0
"1393" "ENSG00000117215" 1 0 0
"1394" "ENSG00000117222" 1 0 0
"1395" "ENSG00000117228" 0 1 0
"1396" "ENSG00000117262" 0 0 1
"1397" "ENSG00000117266" 0 0 1
"1398" "ENSG00000117298" 0 1 0
"1399" "ENSG00000117394" 1 0 0
"1400" "ENSG00000117450" 0 0 1
"1401" "ENSG00000117475" 0 1 0
"1402" "ENSG00000117481" 0 0 1
"1403" "ENSG00000117505" 0 0 1
"1404" "ENSG00000117533" 0 0 1
"1405" "ENSG00000117543" 0 0 1
"1406" "ENSG00000117593" 0 0 1
"1407" "ENSG00000117597" 0 1 0
"1408" "ENSG00000117601" 1 0 0
"1409" "ENSG00000117602" 0 1 0
"1410" "ENSG00000117640" 0 0 1
"1411" "ENSG00000117643" 1 0 1
"1412" "ENSG00000117713" 0 0 1
"1413" "ENSG00000117834" 1 0 0
"1414" "ENSG00000117859" 0 0 1
"1415" "ENSG00000118046" 0 1 0
"1416" "ENSG00000118096" 1 0 0
"1417" "ENSG00000118113" 1 0 0
"1418" "ENSG00000118242" 0 1 0
"1419" "ENSG00000118246" 1 0 1
"1420" "ENSG00000118292" 0 1 0
"1421" "ENSG00000118307" 1 0 0
"1422" "ENSG00000118402" 0 1 0
"1423" "ENSG00000118418" 0 0 1
"1424" "ENSG00000118513" 0 0 1
"1425" "ENSG00000118596" 0 0 1
"1426" "ENSG00000118620" 0 1 0
"1427" "ENSG00000118640" 0 0 1
"1428" "ENSG00000118733" 0 1 0
"1429" "ENSG00000118777" 0 1 0
"1430" "ENSG00000118785" 0 0 1
"1431" "ENSG00000118939" 0 1 0
"1432" "ENSG00000118961" 0 0 1
"1433" "ENSG00000118965" 1 0 0
"1434" "ENSG00000118971" 0 0 1
"1435" "ENSG00000118985" 0 1 0
"1436" "ENSG00000119013" 1 1 0
"1437" "ENSG00000119125" 0 1 1
"1438" "ENSG00000119280" 0 0 1
"1439" "ENSG00000119285" 1 0 0
"1440" "ENSG00000119314" 0 1 0
"1441" "ENSG00000119318" 0 0 1
"1442" "ENSG00000119335" 0 0 1
"1443" "ENSG00000119383" 0 1 0
"1444" "ENSG00000119392" 1 0 0
"1445" "ENSG00000119401" 0 0 1
"1446" "ENSG00000119402" 1 0 0
"1447" "ENSG00000119411" 1 0 0
"1448" "ENSG00000119414" 0 1 0
"1449" "ENSG00000119421" 0 0 1
"1450" "ENSG00000119471" 1 0 0
"1451" "ENSG00000119514" 1 0 0
"1452" "ENSG00000119523" 1 1 0
"1453" "ENSG00000119655" 1 0 0
"1454" "ENSG00000119669" 0 1 0
"1455" "ENSG00000119681" 1 0 0
"1456" "ENSG00000119686" 1 0 1
"1457" "ENSG00000119703" 1 0 0
"1458" "ENSG00000119705" 0 0 1
"1459" "ENSG00000119707" 0 0 1
"1460" "ENSG00000119720" 0 1 0
"1461" "ENSG00000119723" 0 1 1
"1462" "ENSG00000119737" 0 0 1
"1463" "ENSG00000119801" 1 0 0
"1464" "ENSG00000119820" 0 0 1
"1465" "ENSG00000119865" 0 0 1
"1466" "ENSG00000119899" 1 0 1
"1467" "ENSG00000119913" 1 0 0
"1468" "ENSG00000119915" 0 0 1
"1469" "ENSG00000119922" 0 0 1
"1470" "ENSG00000119950" 0 1 1
"1471" "ENSG00000119965" 1 0 1
"1472" "ENSG00000119969" 1 0 0
"1473" "ENSG00000119977" 0 0 1
"1474" "ENSG00000119979" 0 0 1
"1475" "ENSG00000120008" 0 0 1
"1476" "ENSG00000120055" 1 0 0
"1477" "ENSG00000120068" 1 0 0
"1478" "ENSG00000120071" 0 1 0
"1479" "ENSG00000120093" 0 0 1
"1480" "ENSG00000120158" 0 1 0
"1481" "ENSG00000120215" 0 0 1
"1482" "ENSG00000120235" 1 0 0
"1483" "ENSG00000120242" 0 0 1
"1484" "ENSG00000120256" 0 1 0
"1485" "ENSG00000120322" 0 1 0
"1486" "ENSG00000120332" 1 0 0
"1487" "ENSG00000120334" 0 0 1
"1488" "ENSG00000120440" 0 0 1
"1489" "ENSG00000120533" 1 0 0
"1490" "ENSG00000120659" 0 0 1
"1491" "ENSG00000120675" 0 0 1
"1492" "ENSG00000120686" 0 0 1
"1493" "ENSG00000120688" 0 0 1
"1494" "ENSG00000120693" 0 1 0
"1495" "ENSG00000120756" 0 0 1
"1496" "ENSG00000120798" 0 1 0
"1497" "ENSG00000120800" 1 0 0
"1498" "ENSG00000120802" 0 0 1
"1499" "ENSG00000120820" 1 0 0
"1500" "ENSG00000120832" 0 0 1
"1501" "ENSG00000120833" 1 0 0
"1502" "ENSG00000120837" 1 0 0
"1503" "ENSG00000120868" 0 0 1
"1504" "ENSG00000120899" 1 0 0
"1505" "ENSG00000120992" 0 0 1
"1506" "ENSG00000121039" 1 1 0
"1507" "ENSG00000121053" 0 1 0
"1508" "ENSG00000121064" 0 1 0
"1509" "ENSG00000121068" 1 0 0
"1510" "ENSG00000121104" 1 0 0
"1511" "ENSG00000121152" 0 1 0
"1512" "ENSG00000121207" 1 0 1
"1513" "ENSG00000121318" 1 0 0
"1514" "ENSG00000121381" 0 0 1
"1515" "ENSG00000121390" 0 1 0
"1516" "ENSG00000121406" 1 0 0
"1517" "ENSG00000121410" 1 0 0
"1518" "ENSG00000121446" 0 1 0
"1519" "ENSG00000121481" 1 1 0
"1520" "ENSG00000121621" 0 0 1
"1521" "ENSG00000121634" 0 1 0
"1522" "ENSG00000121653" 1 1 0
"1523" "ENSG00000121690" 1 0 0
"1524" "ENSG00000121741" 1 0 1
"1525" "ENSG00000121764" 0 1 0
"1526" "ENSG00000121774" 0 0 1
"1527" "ENSG00000121851" 0 1 1
"1528" "ENSG00000121892" 1 0 0
"1529" "ENSG00000121895" 0 0 1
"1530" "ENSG00000121957" 1 1 0
"1531" "ENSG00000121964" 0 1 0
"1532" "ENSG00000121989" 1 0 1
"1533" "ENSG00000122025" 1 0 0
"1534" "ENSG00000122034" 0 0 1
"1535" "ENSG00000122085" 0 1 0
"1536" "ENSG00000122122" 1 1 1
"1537" "ENSG00000122133" 0 1 0
"1538" "ENSG00000122140" 1 0 0
"1539" "ENSG00000122145" 1 0 0
"1540" "ENSG00000122194" 0 1 0
"1541" "ENSG00000122203" 1 0 0
"1542" "ENSG00000122218" 0 1 0
"1543" "ENSG00000122299" 1 0 0
"1544" "ENSG00000122304" 0 0 1
"1545" "ENSG00000122335" 0 0 1
"1546" "ENSG00000122367" 0 1 1
"1547" "ENSG00000122375" 0 0 1
"1548" "ENSG00000122406" 0 0 1
"1549" "ENSG00000122420" 0 1 0
"1550" "ENSG00000122435" 0 0 1
"1551" "ENSG00000122482" 1 0 1
"1552" "ENSG00000122547" 0 0 1
"1553" "ENSG00000122565" 0 0 1
"1554" "ENSG00000122566" 0 1 0
"1555" "ENSG00000122585" 0 0 1
"1556" "ENSG00000122674" 0 0 1
"1557" "ENSG00000122687" 0 1 0
"1558" "ENSG00000122705" 1 0 1
"1559" "ENSG00000122786" 0 1 0
"1560" "ENSG00000122873" 0 0 1
"1561" "ENSG00000122882" 0 1 0
"1562" "ENSG00000122884" 1 0 0
"1563" "ENSG00000122970" 1 0 1
"1564" "ENSG00000123064" 1 0 0
"1565" "ENSG00000123080" 0 0 1
"1566" "ENSG00000123119" 1 0 0
"1567" "ENSG00000123124" 0 1 0
"1568" "ENSG00000123144" 0 0 1
"1569" "ENSG00000123154" 1 0 1
"1570" "ENSG00000123171" 0 1 1
"1571" "ENSG00000123178" 0 1 0
"1572" "ENSG00000123179" 1 0 0
"1573" "ENSG00000123213" 0 1 0
"1574" "ENSG00000123240" 0 0 1
"1575" "ENSG00000123297" 1 0 0
"1576" "ENSG00000123329" 1 0 0
"1577" "ENSG00000123352" 0 0 1
"1578" "ENSG00000123411" 1 0 0
"1579" "ENSG00000123427" 0 1 0
"1580" "ENSG00000123472" 1 1 0
"1581" "ENSG00000123473" 1 0 0
"1582" "ENSG00000123496" 0 0 1
"1583" "ENSG00000123505" 0 0 1
"1584" "ENSG00000123545" 0 1 0
"1585" "ENSG00000123552" 1 0 0
"1586" "ENSG00000123562" 0 0 1
"1587" "ENSG00000123569" 0 1 0
"1588" "ENSG00000123594" 0 1 0
"1589" "ENSG00000123595" 1 0 1
"1590" "ENSG00000123607" 0 1 0
"1591" "ENSG00000123609" 1 0 1
"1592" "ENSG00000123636" 1 1 0
"1593" "ENSG00000123643" 1 1 0
"1594" "ENSG00000123689" 0 1 0
"1595" "ENSG00000123737" 0 1 1
"1596" "ENSG00000123815" 0 1 0
"1597" "ENSG00000123908" 0 1 1
"1598" "ENSG00000123983" 1 1 1
"1599" "ENSG00000123999" 0 1 0
"1600" "ENSG00000124092" 1 0 0
"1601" "ENSG00000124116" 0 1 0
"1602" "ENSG00000124155" 0 1 0
"1603" "ENSG00000124172" 0 0 1
"1604" "ENSG00000124193" 0 0 1
"1605" "ENSG00000124194" 0 1 1
"1606" "ENSG00000124196" 0 0 1
"1607" "ENSG00000124201" 0 1 0
"1608" "ENSG00000124203" 0 0 1
"1609" "ENSG00000124209" 1 0 0
"1610" "ENSG00000124214" 0 1 0
"1611" "ENSG00000124226" 0 0 1
"1612" "ENSG00000124228" 0 1 0
"1613" "ENSG00000124232" 0 0 1
"1614" "ENSG00000124233" 0 0 1
"1615" "ENSG00000124249" 1 0 0
"1616" "ENSG00000124343" 0 0 1
"1617" "ENSG00000124356" 1 0 0
"1618" "ENSG00000124380" 0 1 0
"1619" "ENSG00000124429" 1 0 0
"1620" "ENSG00000124449" 1 0 0
"1621" "ENSG00000124459" 0 0 1
"1622" "ENSG00000124466" 0 0 1
"1623" "ENSG00000124467" 1 0 1
"1624" "ENSG00000124469" 1 0 0
"1625" "ENSG00000124479" 1 0 0
"1626" "ENSG00000124486" 1 0 1
"1627" "ENSG00000124493" 0 0 1
"1628" "ENSG00000124496" 0 0 1
"1629" "ENSG00000124564" 0 0 1
"1630" "ENSG00000124568" 0 0 1
"1631" "ENSG00000124588" 0 0 1
"1632" "ENSG00000124593" 0 1 0
"1633" "ENSG00000124608" 1 0 1
"1634" "ENSG00000124610" 1 0 0
"1635" "ENSG00000124613" 1 0 0
"1636" "ENSG00000124635" 1 0 0
"1637" "ENSG00000124659" 0 1 0
"1638" "ENSG00000124664" 0 1 0
"1639" "ENSG00000124688" 1 0 0
"1640" "ENSG00000124693" 0 1 1
"1641" "ENSG00000124701" 1 0 0
"1642" "ENSG00000124743" 0 0 1
"1643" "ENSG00000124749" 1 0 0
"1644" "ENSG00000124788" 0 0 1
"1645" "ENSG00000124789" 0 0 1
"1646" "ENSG00000124839" 1 0 0
"1647" "ENSG00000124935" 0 0 1
"1648" "ENSG00000125089" 0 0 1
"1649" "ENSG00000125148" 1 0 1
"1650" "ENSG00000125166" 0 0 1
"1651" "ENSG00000125207" 1 0 0
"1652" "ENSG00000125247" 1 0 0
"1653" "ENSG00000125249" 0 0 1
"1654" "ENSG00000125257" 0 0 1
"1655" "ENSG00000125266" 1 0 1
"1656" "ENSG00000125347" 0 1 1
"1657" "ENSG00000125386" 1 0 0
"1658" "ENSG00000125414" 0 1 0
"1659" "ENSG00000125450" 0 1 0
"1660" "ENSG00000125454" 0 1 0
"1661" "ENSG00000125457" 0 1 0
"1662" "ENSG00000125458" 1 0 0
"1663" "ENSG00000125484" 0 1 0
"1664" "ENSG00000125522" 0 1 0
"1665" "ENSG00000125534" 1 0 0
"1666" "ENSG00000125538" 0 0 1
"1667" "ENSG00000125571" 1 0 0
"1668" "ENSG00000125611" 0 0 1
"1669" "ENSG00000125629" 1 0 0
"1670" "ENSG00000125650" 1 0 0
"1671" "ENSG00000125652" 1 0 0
"1672" "ENSG00000125676" 0 1 0
"1673" "ENSG00000125686" 0 1 0
"1674" "ENSG00000125691" 0 1 1
"1675" "ENSG00000125703" 0 0 1
"1676" "ENSG00000125743" 0 1 0
"1677" "ENSG00000125755" 0 0 1
"1678" "ENSG00000125816" 1 0 0
"1679" "ENSG00000125818" 1 0 1
"1680" "ENSG00000125823" 0 0 1
"1681" "ENSG00000125835" 1 0 0
"1682" "ENSG00000125846" 0 0 1
"1683" "ENSG00000125868" 0 1 0
"1684" "ENSG00000125870" 0 0 1
"1685" "ENSG00000125885" 0 1 0
"1686" "ENSG00000125895" 0 1 0
"1687" "ENSG00000125898" 1 0 0
"1688" "ENSG00000125900" 1 0 0
"1689" "ENSG00000125901" 1 0 0
"1690" "ENSG00000125931" 1 0 1
"1691" "ENSG00000125952" 1 0 0
"1692" "ENSG00000125971" 1 0 0
"1693" "ENSG00000125977" 0 1 1
"1694" "ENSG00000126003" 1 0 1
"1695" "ENSG00000126010" 1 0 0
"1696" "ENSG00000126016" 1 1 0
"1697" "ENSG00000126088" 0 0 1
"1698" "ENSG00000126107" 0 0 1
"1699" "ENSG00000126231" 0 0 1
"1700" "ENSG00000126249" 0 0 1
"1701" "ENSG00000126266" 0 1 0
"1702" "ENSG00000126267" 0 0 1
"1703" "ENSG00000126351" 1 0 0
"1704" "ENSG00000126368" 0 0 1
"1705" "ENSG00000126464" 0 1 1
"1706" "ENSG00000126561" 1 1 0
"1707" "ENSG00000126583" 0 0 1
"1708" "ENSG00000126653" 1 0 0
"1709" "ENSG00000126759" 1 0 0
"1710" "ENSG00000126775" 0 0 1
"1711" "ENSG00000126778" 1 0 0
"1712" "ENSG00000126785" 1 0 0
"1713" "ENSG00000126787" 1 0 0
"1714" "ENSG00000126804" 0 0 1
"1715" "ENSG00000126814" 0 1 0
"1716" "ENSG00000126858" 0 0 1
"1717" "ENSG00000126882" 0 1 0
"1718" "ENSG00000126953" 0 1 0
"1719" "ENSG00000126970" 0 1 0
"1720" "ENSG00000127054" 0 0 1
"1721" "ENSG00000127081" 1 0 0
"1722" "ENSG00000127184" 0 0 1
"1723" "ENSG00000127191" 1 0 1
"1724" "ENSG00000127241" 1 0 1
"1725" "ENSG00000127324" 0 0 1
"1726" "ENSG00000127325" 0 1 1
"1727" "ENSG00000127334" 0 0 1
"1728" "ENSG00000127377" 0 0 1
"1729" "ENSG00000127399" 0 0 1
"1730" "ENSG00000127418" 1 0 0
"1731" "ENSG00000127445" 1 0 0
"1732" "ENSG00000127481" 1 0 0
"1733" "ENSG00000127526" 0 1 0
"1734" "ENSG00000127533" 0 0 1
"1735" "ENSG00000127554" 1 0 0
"1736" "ENSG00000127561" 0 1 0
"1737" "ENSG00000127578" 0 0 1
"1738" "ENSG00000127580" 0 1 1
"1739" "ENSG00000127585" 0 0 1
"1740" "ENSG00000127588" 1 0 0
"1741" "ENSG00000127603" 0 1 0
"1742" "ENSG00000127616" 0 1 0
"1743" "ENSG00000127831" 0 0 1
"1744" "ENSG00000127837" 1 0 0
"1745" "ENSG00000127863" 0 0 1
"1746" "ENSG00000127870" 1 0 0
"1747" "ENSG00000127903" 0 1 0
"1748" "ENSG00000127922" 1 0 0
"1749" "ENSG00000127951" 1 1 0
"1750" "ENSG00000127993" 0 1 0
"1751" "ENSG00000128165" 0 0 1
"1752" "ENSG00000128191" 1 0 0
"1753" "ENSG00000128228" 1 0 1
"1754" "ENSG00000128245" 0 0 1
"1755" "ENSG00000128250" 0 1 0
"1756" "ENSG00000128268" 1 0 0
"1757" "ENSG00000128284" 1 0 0
"1758" "ENSG00000128294" 0 1 0
"1759" "ENSG00000128309" 1 0 0
"1760" "ENSG00000128346" 0 1 0
"1761" "ENSG00000128482" 1 0 0
"1762" "ENSG00000128487" 1 0 0
"1763" "ENSG00000128512" 0 0 1
"1764" "ENSG00000128564" 0 0 1
"1765" "ENSG00000128567" 1 0 0
"1766" "ENSG00000128573" 1 0 0
"1767" "ENSG00000128594" 0 1 0
"1768" "ENSG00000128596" 1 0 0
"1769" "ENSG00000128607" 0 1 0
"1770" "ENSG00000128654" 0 0 1
"1771" "ENSG00000128656" 0 1 0
"1772" "ENSG00000128694" 0 0 1
"1773" "ENSG00000128708" 1 0 0
"1774" "ENSG00000128805" 1 0 1
"1775" "ENSG00000128815" 1 1 0
"1776" "ENSG00000128881" 1 0 0
"1777" "ENSG00000128886" 0 1 0
"1778" "ENSG00000128944" 0 0 1
"1779" "ENSG00000129003" 0 0 1
"1780" "ENSG00000129007" 0 1 1
"1781" "ENSG00000129038" 0 0 1
"1782" "ENSG00000129083" 0 0 1
"1783" "ENSG00000129152" 0 0 1
"1784" "ENSG00000129167" 0 1 0
"1785" "ENSG00000129195" 0 1 0
"1786" "ENSG00000129204" 1 0 0
"1787" "ENSG00000129226" 0 0 1
"1788" "ENSG00000129235" 0 0 1
"1789" "ENSG00000129255" 0 1 1
"1790" "ENSG00000129277" 0 0 1
"1791" "ENSG00000129292" 1 1 0
"1792" "ENSG00000129347" 1 0 0
"1793" "ENSG00000129353" 0 0 1
"1794" "ENSG00000129437" 0 0 1
"1795" "ENSG00000129451" 1 0 0
"1796" "ENSG00000129467" 0 1 0
"1797" "ENSG00000129472" 0 0 1
"1798" "ENSG00000129514" 0 0 1
"1799" "ENSG00000129534" 1 0 0
"1800" "ENSG00000129535" 0 0 1
"1801" "ENSG00000129538" 1 0 1
"1802" "ENSG00000129559" 0 0 1
"1803" "ENSG00000129595" 1 0 0
"1804" "ENSG00000129691" 0 1 1
"1805" "ENSG00000129744" 0 1 0
"1806" "ENSG00000129749" 0 1 0
"1807" "ENSG00000129757" 1 0 1
"1808" "ENSG00000129824" 1 0 1
"1809" "ENSG00000129910" 0 0 1
"1810" "ENSG00000129911" 1 0 1
"1811" "ENSG00000129925" 1 1 0
"1812" "ENSG00000129991" 0 1 0
"1813" "ENSG00000130035" 0 0 1
"1814" "ENSG00000130045" 0 0 1
"1815" "ENSG00000130054" 1 0 0
"1816" "ENSG00000130055" 0 0 1
"1817" "ENSG00000130147" 0 0 1
"1818" "ENSG00000130158" 0 0 1
"1819" "ENSG00000130173" 0 1 0
"1820" "ENSG00000130175" 1 0 0
"1821" "ENSG00000130176" 0 0 1
"1822" "ENSG00000130177" 1 0 1
"1823" "ENSG00000130182" 1 0 0
"1824" "ENSG00000130224" 1 0 0
"1825" "ENSG00000130227" 0 0 1
"1826" "ENSG00000130234" 0 1 0
"1827" "ENSG00000130287" 0 0 1
"1828" "ENSG00000130299" 0 0 1
"1829" "ENSG00000130300" 0 0 1
"1830" "ENSG00000130303" 0 1 0
"1831" "ENSG00000130311" 1 1 0
"1832" "ENSG00000130340" 0 0 1
"1833" "ENSG00000130347" 0 0 1
"1834" "ENSG00000130382" 1 0 0
"1835" "ENSG00000130402" 0 0 1
"1836" "ENSG00000130433" 1 0 0
"1837" "ENSG00000130475" 0 1 0
"1838" "ENSG00000130487" 0 1 0
"1839" "ENSG00000130489" 0 0 1
"1840" "ENSG00000130520" 0 1 0
"1841" "ENSG00000130522" 0 1 0
"1842" "ENSG00000130560" 1 0 0
"1843" "ENSG00000130589" 0 1 1
"1844" "ENSG00000130649" 0 0 1
"1845" "ENSG00000130669" 0 1 0
"1846" "ENSG00000130695" 0 0 1
"1847" "ENSG00000130699" 1 0 1
"1848" "ENSG00000130702" 0 1 0
"1849" "ENSG00000130714" 0 0 1
"1850" "ENSG00000130717" 1 0 0
"1851" "ENSG00000130720" 0 0 1
"1852" "ENSG00000130723" 1 0 0
"1853" "ENSG00000130734" 1 0 0
"1854" "ENSG00000130741" 0 1 0
"1855" "ENSG00000130749" 0 0 1
"1856" "ENSG00000130764" 1 0 0
"1857" "ENSG00000130768" 1 0 0
"1858" "ENSG00000130779" 1 0 0
"1859" "ENSG00000130787" 1 0 0
"1860" "ENSG00000130803" 1 0 0
"1861" "ENSG00000130811" 0 1 0
"1862" "ENSG00000130812" 0 1 0
"1863" "ENSG00000130821" 0 0 1
"1864" "ENSG00000130822" 0 1 0
"1865" "ENSG00000130826" 0 1 0
"1866" "ENSG00000130827" 1 0 0
"1867" "ENSG00000130829" 1 0 0
"1868" "ENSG00000130844" 0 1 0
"1869" "ENSG00000130856" 0 1 1
"1870" "ENSG00000130962" 0 1 0
"1871" "ENSG00000131018" 0 0 1
"1872" "ENSG00000131097" 0 1 0
"1873" "ENSG00000131143" 0 0 1
"1874" "ENSG00000131148" 1 0 0
"1875" "ENSG00000131153" 1 0 0
"1876" "ENSG00000131174" 0 0 1
"1877" "ENSG00000131203" 0 0 1
"1878" "ENSG00000131242" 1 0 0
"1879" "ENSG00000131263" 1 0 0
"1880" "ENSG00000131351" 1 0 0
"1881" "ENSG00000131370" 0 0 1
"1882" "ENSG00000131379" 1 0 0
"1883" "ENSG00000131389" 0 0 1
"1884" "ENSG00000131408" 0 1 0
"1885" "ENSG00000131437" 0 1 1
"1886" "ENSG00000131467" 1 0 1
"1887" "ENSG00000131469" 0 1 0
"1888" "ENSG00000131470" 0 0 1
"1889" "ENSG00000131471" 1 0 0
"1890" "ENSG00000131473" 0 0 1
"1891" "ENSG00000131482" 0 1 0
"1892" "ENSG00000131495" 0 0 1
"1893" "ENSG00000131503" 1 0 0
"1894" "ENSG00000131507" 0 1 1
"1895" "ENSG00000131584" 0 0 1
"1896" "ENSG00000131620" 1 0 0
"1897" "ENSG00000131721" 0 0 1
"1898" "ENSG00000131724" 0 0 1
"1899" "ENSG00000131725" 1 0 0
"1900" "ENSG00000131732" 0 1 0
"1901" "ENSG00000131746" 0 1 0
"1902" "ENSG00000131759" 0 0 1
"1903" "ENSG00000131771" 1 0 0
"1904" "ENSG00000131781" 1 0 0
"1905" "ENSG00000131795" 0 1 1
"1906" "ENSG00000131808" 0 1 0
"1907" "ENSG00000131828" 0 1 1
"1908" "ENSG00000131871" 0 0 1
"1909" "ENSG00000131931" 0 0 1
"1910" "ENSG00000131944" 0 1 0
"1911" "ENSG00000131966" 0 1 0
"1912" "ENSG00000131981" 1 0 0
"1913" "ENSG00000132002" 0 1 0
"1914" "ENSG00000132004" 0 0 1
"1915" "ENSG00000132005" 1 1 0
"1916" "ENSG00000132017" 1 1 1
"1917" "ENSG00000132031" 0 0 1
"1918" "ENSG00000132128" 1 0 0
"1919" "ENSG00000132142" 0 1 0
"1920" "ENSG00000132164" 1 0 0
"1921" "ENSG00000132170" 0 1 0
"1922" "ENSG00000132196" 1 1 0
"1923" "ENSG00000132199" 1 0 0
"1924" "ENSG00000132274" 0 0 1
"1925" "ENSG00000132275" 0 0 1
"1926" "ENSG00000132286" 0 1 0
"1927" "ENSG00000132300" 0 1 1
"1928" "ENSG00000132330" 0 1 1
"1929" "ENSG00000132357" 0 1 0
"1930" "ENSG00000132376" 0 0 1
"1931" "ENSG00000132382" 1 0 1
"1932" "ENSG00000132383" 0 0 1
"1933" "ENSG00000132394" 0 0 1
"1934" "ENSG00000132405" 1 1 0
"1935" "ENSG00000132406" 0 0 1
"1936" "ENSG00000132423" 0 1 0
"1937" "ENSG00000132437" 1 1 0
"1938" "ENSG00000132465" 0 1 0
"1939" "ENSG00000132470" 1 0 0
"1940" "ENSG00000132514" 0 0 1
"1941" "ENSG00000132517" 0 0 1
"1942" "ENSG00000132554" 1 0 0
"1943" "ENSG00000132561" 0 0 1
"1944" "ENSG00000132589" 1 0 0
"1945" "ENSG00000132591" 1 1 1
"1946" "ENSG00000132604" 0 0 1
"1947" "ENSG00000132612" 0 1 0
"1948" "ENSG00000132613" 0 0 1
"1949" "ENSG00000132623" 0 1 0
"1950" "ENSG00000132664" 1 0 0
"1951" "ENSG00000132680" 0 0 1
"1952" "ENSG00000132688" 1 0 0
"1953" "ENSG00000132702" 1 0 1
"1954" "ENSG00000132704" 0 0 1
"1955" "ENSG00000132768" 0 1 0
"1956" "ENSG00000132792" 0 1 0
"1957" "ENSG00000132793" 1 0 0
"1958" "ENSG00000132819" 0 1 0
"1959" "ENSG00000132824" 1 0 1
"1960" "ENSG00000132854" 1 1 0
"1961" "ENSG00000132855" 0 1 0
"1962" "ENSG00000132881" 1 0 0
"1963" "ENSG00000132906" 1 0 1
"1964" "ENSG00000132953" 1 0 0
"1965" "ENSG00000132963" 1 0 0
"1966" "ENSG00000132964" 0 0 1
"1967" "ENSG00000132972" 1 0 0
"1968" "ENSG00000133027" 1 0 0
"1969" "ENSG00000133028" 1 0 0
"1970" "ENSG00000133030" 1 0 0
"1971" "ENSG00000133083" 0 0 1
"1972" "ENSG00000133101" 0 0 1
"1973" "ENSG00000133111" 0 1 0
"1974" "ENSG00000133124" 1 1 0
"1975" "ENSG00000133250" 0 0 1
"1976" "ENSG00000133265" 0 1 0
"1977" "ENSG00000133313" 0 0 1
"1978" "ENSG00000133316" 1 1 0
"1979" "ENSG00000133317" 0 1 0
"1980" "ENSG00000133328" 0 1 0
"1981" "ENSG00000133422" 0 0 1
"1982" "ENSG00000133454" 1 0 0
"1983" "ENSG00000133574" 0 0 1
"1984" "ENSG00000133597" 0 1 0
"1985" "ENSG00000133678" 1 0 0
"1986" "ENSG00000133704" 0 1 1
"1987" "ENSG00000133706" 1 0 0
"1988" "ENSG00000133731" 0 1 0
"1989" "ENSG00000133789" 1 0 0
"1990" "ENSG00000133800" 0 0 1
"1991" "ENSG00000133816" 1 0 1
"1992" "ENSG00000133858" 0 1 0
"1993" "ENSG00000133863" 0 0 1
"1994" "ENSG00000133874" 1 0 0
"1995" "ENSG00000133884" 0 0 1
"1996" "ENSG00000133935" 1 0 1
"1997" "ENSG00000133958" 0 1 1
"1998" "ENSG00000133980" 1 0 0
"1999" "ENSG00000133983" 0 1 0
"2000" "ENSG00000134014" 0 1 0
"2001" "ENSG00000134028" 0 0 1
"2002" "ENSG00000134030" 0 0 1
"2003" "ENSG00000134056" 0 0 1
"2004" "ENSG00000134061" 1 1 0
"2005" "ENSG00000134070" 1 0 0
"2006" "ENSG00000134107" 0 0 1
"2007" "ENSG00000134138" 0 1 0
"2008" "ENSG00000134160" 1 0 0
"2009" "ENSG00000134183" 0 1 0
"2010" "ENSG00000134186" 0 0 1
"2011" "ENSG00000134193" 1 1 0
"2012" "ENSG00000134198" 1 0 1
"2013" "ENSG00000134200" 0 0 1
"2014" "ENSG00000134202" 0 0 1
"2015" "ENSG00000134240" 0 0 1
"2016" "ENSG00000134242" 0 0 1
"2017" "ENSG00000134255" 0 1 0
"2018" "ENSG00000134258" 0 1 0
"2019" "ENSG00000134285" 1 0 0
"2020" "ENSG00000134287" 0 1 0
"2021" "ENSG00000134291" 0 1 0
"2022" "ENSG00000134308" 0 0 1
"2023" "ENSG00000134323" 1 0 0
"2024" "ENSG00000134339" 0 1 0
"2025" "ENSG00000134352" 0 1 0
"2026" "ENSG00000134365" 0 1 1
"2027" "ENSG00000134371" 0 0 1
"2028" "ENSG00000134376" 1 0 0
"2029" "ENSG00000134440" 1 0 0
"2030" "ENSG00000134453" 0 0 1
"2031" "ENSG00000134504" 0 1 0
"2032" "ENSG00000134516" 1 0 0
"2033" "ENSG00000134532" 1 0 0
"2034" "ENSG00000134551" 0 0 1
"2035" "ENSG00000134574" 0 0 1
"2036" "ENSG00000134594" 1 0 0
"2037" "ENSG00000134627" 0 0 1
"2038" "ENSG00000134697" 0 1 1
"2039" "ENSG00000134744" 0 0 1
"2040" "ENSG00000134758" 0 1 0
"2041" "ENSG00000134762" 0 1 0
